bin_id,timestamp,day_of_week,hour,previous_waste_level,temperature,rainfall,collection_history_hours,waste_type,waste_level
BIN-115,2026-09-03T10:00:00,3,10,31,18.5,0.0,21,HAZARDOUS,47
BIN-105,2026-09-01T16:00:00,1,16,58,21.1,1.0,36,GENERAL,97
BIN-119,2026-09-19T02:00:00,5,2,75,7.6,0.0,32,RECYCLABLE,83
BIN-124,2026-09-15T00:00:00,1,0,26,9.0,0.0,30,HAZARDOUS,53
BIN-105,2026-09-16T16:00:00,2,16,28,23.6,0.0,32,ELECTRONIC,54
BIN-102,2026-09-19T05:00:00,5,5,11,10.4,0.0,43,ORGANIC,26
BIN-121,2026-09-06T06:00:00,6,6,24,9.0,0.0,46,ORGANIC,39
BIN-122,2026-09-21T06:00:00,0,6,67,9.1,0.0,31,ELECTRONIC,76
BIN-114,2026-09-01T14:00:00,1,14,40,23.1,0.0,34,ORGANIC,100
BIN-114,2026-09-18T12:00:00,4,12,17,22.0,0.0,7,RECYCLABLE,26
BIN-120,2026-09-12T13:00:00,5,13,39,23.9,4.3,23,GENERAL,79
BIN-123,2026-09-06T03:00:00,6,3,15,7.9,0.0,44,GENERAL,30
BIN-125,2026-09-02T00:00:00,2,0,53,7.6,0.0,26,ORGANIC,83
BIN-103,2026-09-11T23:00:00,4,23,47,9.6,0.0,42,HAZARDOUS,79
BIN-104,2026-09-20T10:00:00,6,10,34,17.8,0.0,3,ELECTRONIC,38
BIN-102,2026-09-21T01:00:00,0,1,40,8.9,0.0,44,ORGANIC,55
BIN-102,2026-09-05T03:00:00,5,3,31,7.6,0.0,2,GENERAL,31
BIN-103,2026-09-07T17:00:00,0,17,35,20.9,0.0,37,RECYCLABLE,63
BIN-122,2026-09-20T11:00:00,6,11,54,21.7,4.4,22,ELECTRONIC,84
BIN-112,2026-09-02T11:00:00,2,11,34,22.0,0.0,28,ORGANIC,87
BIN-125,2026-09-14T10:00:00,0,10,46,17.1,0.0,26,ELECTRONIC,69
BIN-112,2026-09-13T03:00:00,6,3,28,8.0,0.0,28,HAZARDOUS,35
BIN-103,2026-09-17T19:00:00,3,19,36,17.9,0.7,19,ELECTRONIC,60
BIN-124,2026-09-09T15:00:00,2,15,18,21.1,0.0,24,GENERAL,42
BIN-115,2026-09-09T00:00:00,2,0,21,6.4,0.0,7,GENERAL,27
BIN-104,2026-09-01T21:00:00,1,21,75,11.3,0.0,23,ORGANIC,100
BIN-111,2026-09-19T18:00:00,5,18,42,18.7,0.0,1,HAZARDOUS,43
BIN-108,2026-09-13T12:00:00,6,12,53,20.6,0.0,11,ELECTRONIC,65
BIN-109,2026-09-11T20:00:00,4,20,26,14.7,0.0,5,RECYCLABLE,32
BIN-109,2026-09-21T11:00:00,0,11,68,21.0,0.5,47,RECYCLABLE,100
BIN-110,2026-09-01T11:00:00,1,11,53,21.9,0.0,22,HAZARDOUS,80
BIN-121,2026-09-22T02:00:00,1,2,43,6.3,0.0,9,ELECTRONIC,48
BIN-107,2026-09-11T13:00:00,4,13,55,24.6,0.0,12,GENERAL,75
BIN-119,2026-09-18T00:00:00,4,0,53,7.2,0.0,21,RECYCLABLE,68
BIN-112,2026-09-03T18:00:00,3,18,74,17.7,0.0,13,ELECTRONIC,93
BIN-123,2026-09-05T19:00:00,5,19,13,18.3,0.0,19,HAZARDOUS,38
BIN-114,2026-09-15T16:00:00,1,16,43,20.9,0.0,9,HAZARDOUS,50
BIN-103,2026-09-10T21:00:00,3,21,56,13.1,0.0,31,ELECTRONIC,94
BIN-123,2026-09-10T06:00:00,3,6,51,11.8,0.0,3,ELECTRONIC,49
BIN-104,2026-09-17T17:00:00,3,17,50,19.3,0.0,43,RECYCLABLE,83
BIN-119,2026-09-15T02:00:00,1,2,60,5.4,1.0,22,HAZARDOUS,66
BIN-123,2026-09-13T14:00:00,6,14,52,22.6,0.0,29,RECYCLABLE,88
BIN-119,2026-09-16T01:00:00,2,1,49,9.3,0.0,10,ELECTRONIC,50
BIN-103,2026-09-03T19:00:00,3,19,44,16.4,0.0,23,RECYCLABLE,77
BIN-117,2026-09-11T15:00:00,4,15,17,22.5,0.0,31,GENERAL,50
BIN-123,2026-09-03T18:00:00,3,18,18,19.7,4.4,22,ORGANIC,64
BIN-108,2026-09-12T08:00:00,5,8,25,14.3,0.0,36,RECYCLABLE,52
BIN-121,2026-09-05T06:00:00,5,6,60,10.6,0.0,41,RECYCLABLE,71
BIN-107,2026-09-10T22:00:00,3,22,54,9.0,0.0,28,ELECTRONIC,76
BIN-103,2026-09-13T15:00:00,6,15,28,22.2,0.5,35,ORGANIC,73
BIN-122,2026-09-19T17:00:00,5,17,45,21.0,0.0,34,HAZARDOUS,71
BIN-115,2026-09-14T12:00:00,0,12,43,23.6,0.0,44,RECYCLABLE,99
BIN-122,2026-09-04T04:00:00,4,4,35,7.3,3.1,8,GENERAL,37
BIN-105,2026-09-13T14:00:00,6,14,28,22.9,0.0,28,HAZARDOUS,64
BIN-121,2026-09-21T04:00:00,0,4,26,8.0,1.4,36,RECYCLABLE,35
BIN-112,2026-09-21T15:00:00,0,15,22,21.5,0.0,32,ORGANIC,61
BIN-118,2026-09-12T02:00:00,5,2,67,6.7,0.0,27,HAZARDOUS,73
BIN-101,2026-09-18T07:00:00,4,7,9,12.0,0.0,19,RECYCLABLE,24
BIN-106,2026-09-17T23:00:00,3,23,68,9.5,0.5,37,HAZARDOUS,99
BIN-112,2026-09-12T21:00:00,5,21,61,13.1,0.0,47,ORGANIC,100
BIN-104,2026-09-17T00:00:00,3,0,9,7.9,0.0,20,RECYCLABLE,26
BIN-104,2026-09-17T21:00:00,3,21,49,14.4,0.0,14,RECYCLABLE,66
BIN-114,2026-09-04T20:00:00,4,20,31,16.3,0.0,9,ELECTRONIC,41
BIN-120,2026-09-12T19:00:00,5,19,42,16.2,0.0,21,RECYCLABLE,68
BIN-117,2026-09-20T12:00:00,6,12,57,23.6,0.0,9,ORGANIC,75
BIN-105,2026-09-06T15:00:00,6,15,46,24.0,0.0,46,RECYCLABLE,83
BIN-122,2026-09-09T17:00:00,2,17,39,21.2,0.0,10,HAZARDOUS,49
BIN-125,2026-09-03T07:00:00,3,7,40,13.7,0.0,33,HAZARDOUS,68
BIN-115,2026-09-21T14:00:00,0,14,5,24.5,0.0,21,HAZARDOUS,36
BIN-121,2026-09-15T12:00:00,1,12,73,21.5,0.0,5,GENERAL,84
BIN-107,2026-09-11T21:00:00,4,21,41,12.3,0.0,21,GENERAL,76
BIN-111,2026-09-20T09:00:00,6,9,17,17.6,0.0,3,ORGANIC,20
BIN-101,2026-09-03T23:00:00,3,23,63,7.3,0.0,29,RECYCLABLE,87
BIN-105,2026-09-20T03:00:00,6,3,40,5.6,0.0,11,GENERAL,46
BIN-103,2026-09-09T06:00:00,2,6,55,11.5,0.0,4,RECYCLABLE,56
BIN-103,2026-09-16T08:00:00,2,8,32,14.9,1.0,1,ORGANIC,32
BIN-122,2026-09-10T19:00:00,3,19,48,18.3,0.0,1,ORGANIC,49
BIN-103,2026-09-06T05:00:00,6,5,18,7.8,0.0,6,HAZARDOUS,20
BIN-110,2026-09-04T06:00:00,4,6,23,9.3,0.0,9,HAZARDOUS,24
BIN-112,2026-09-16T17:00:00,2,17,24,22.3,0.0,41,RECYCLABLE,57
BIN-115,2026-09-19T16:00:00,5,16,17,20.5,3.3,6,RECYCLABLE,22
BIN-105,2026-09-06T14:00:00,6,14,15,22.0,0.0,42,GENERAL,89
BIN-124,2026-09-14T07:00:00,0,7,8,14.3,0.0,45,GENERAL,56
BIN-117,2026-09-05T08:00:00,5,8,11,16.1,0.0,19,HAZARDOUS,28
BIN-108,2026-09-11T21:00:00,4,21,35,12.9,0.0,8,HAZARDOUS,41
BIN-112,2026-09-21T06:00:00,0,6,54,12.4,0.0,9,GENERAL,56
BIN-112,2026-09-12T23:00:00,5,23,14,7.4,1.2,31,RECYCLABLE,40
BIN-113,2026-09-12T03:00:00,5,3,69,8.3,0.0,41,GENERAL,82
BIN-113,2026-09-03T02:00:00,3,2,24,6.1,0.0,35,ELECTRONIC,31
BIN-105,2026-09-12T18:00:00,5,18,13,18.2,0.0,26,GENERAL,58
BIN-108,2026-09-02T13:00:00,2,13,60,21.2,0.0,6,RECYCLABLE,70
BIN-122,2026-09-17T03:00:00,3,3,6,8.1,0.0,8,RECYCLABLE,9
BIN-106,2026-09-11T22:00:00,4,22,71,12.1,0.0,34,GENERAL,100
BIN-125,2026-09-19T23:00:00,5,23,20,10.4,3.6,47,GENERAL,73
BIN-109,2026-09-12T12:00:00,5,12,14,21.9,0.0,17,ORGANIC,50
BIN-106,2026-09-09T04:00:00,2,4,18,9.6,0.0,17,RECYCLABLE,23
BIN-104,2026-09-06T04:00:00,6,4,10,9.5,0.2,1,ELECTRONIC,8
BIN-106,2026-09-21T04:00:00,0,4,58,7.0,0.0,36,ORGANIC,74
BIN-124,2026-09-08T03:00:00,1,3,52,5.8,0.0,5,GENERAL,55
BIN-117,2026-09-02T07:00:00,2,7,64,14.4,0.0,5,HAZARDOUS,68
BIN-110,2026-09-08T07:00:00,1,7,63,11.0,0.0,36,ORGANIC,100
BIN-120,2026-09-06T12:00:00,6,12,68,23.9,0.0,24,HAZARDOUS,99
BIN-124,2026-09-20T13:00:00,6,13,24,20.8,0.0,16,ELECTRONIC,45
BIN-123,2026-09-20T01:00:00,6,1,5,8.3,0.0,22,ORGANIC,14
BIN-124,2026-09-16T20:00:00,2,20,31,15.1,0.0,7,GENERAL,43
BIN-105,2026-09-16T12:00:00,2,12,10,23.6,0.0,6,GENERAL,20
BIN-117,2026-09-10T03:00:00,3,3,15,7.6,0.0,30,GENERAL,24
BIN-119,2026-09-13T10:00:00,6,10,21,17.9,0.0,28,ORGANIC,54
BIN-111,2026-09-21T02:00:00,0,2,46,6.3,0.0,45,HAZARDOUS,58
BIN-125,2026-09-17T18:00:00,3,18,24,17.4,0.0,7,ELECTRONIC,34
BIN-111,2026-09-10T00:00:00,3,0,50,9.9,0.0,35,ORGANIC,92
BIN-104,2026-09-03T06:00:00,3,6,43,12.3,0.0,44,RECYCLABLE,55
BIN-102,2026-09-05T22:00:00,5,22,16,11.8,0.0,10,GENERAL,26
BIN-110,2026-09-06T21:00:00,6,21,56,14.3,0.0,2,RECYCLABLE,59
BIN-118,2026-09-06T15:00:00,6,15,18,23.9,0.1,30,ORGANIC,57
BIN-105,2026-09-05T13:00:00,5,13,15,23.1,0.0,24,HAZARDOUS,42
BIN-103,2026-09-01T19:00:00,1,19,61,18.3,3.8,13,ORGANIC,88
BIN-115,2026-09-02T09:00:00,2,9,60,18.4,0.0,37,RECYCLABLE,89
BIN-101,2026-09-09T11:00:00,2,11,50,19.5,1.3,12,HAZARDOUS,66
BIN-120,2026-09-14T11:00:00,0,11,42,20.7,0.0,42,RECYCLABLE,96
BIN-116,2026-09-02T15:00:00,2,15,54,21.3,4.0,18,ORGANIC,75
BIN-118,2026-09-18T06:00:00,4,6,50,10.9,0.0,25,ORGANIC,59
BIN-112,2026-09-20T19:00:00,6,19,46,16.6,1.4,33,ELECTRONIC,90
BIN-125,2026-09-07T07:00:00,0,7,72,12.4,0.0,31,ORGANIC,100
BIN-108,2026-09-22T02:00:00,1,2,36,7.6,0.0,7,RECYCLABLE,39
BIN-102,2026-09-17T15:00:00,3,15,54,22.1,0.0,37,RECYCLABLE,81
BIN-106,2026-09-05T02:00:00,5,2,45,8.2,0.0,38,RECYCLABLE,55
BIN-123,2026-09-08T20:00:00,1,20,23,15.3,4.4,37,ELECTRONIC,73
BIN-116,2026-09-12T21:00:00,5,21,67,11.1,2.7,12,GENERAL,91
BIN-111,2026-09-20T21:00:00,6,21,21,12.3,3.6,13,ELECTRONIC,40
BIN-111,2026-09-02T14:00:00,2,14,23,24.1,0.0,10,ORGANIC,45
BIN-112,2026-09-16T08:00:00,2,8,17,14.3,0.0,38,HAZARDOUS,45
BIN-106,2026-09-16T22:00:00,2,22,67,11.6,4.4,41,HAZARDOUS,100
BIN-112,2026-09-06T02:00:00,6,2,53,6.2,0.0,12,ELECTRONIC,53
BIN-105,2026-09-05T02:00:00,5,2,55,8.4,0.0,45,ORGANIC,71
BIN-111,2026-09-20T23:00:00,6,23,18,11.1,3.4,15,ELECTRONIC,31
BIN-108,2026-09-08T17:00:00,1,17,16,21.9,0.0,11,GENERAL,28
BIN-101,2026-09-06T23:00:00,6,23,13,8.7,0.0,16,RECYCLABLE,25
BIN-124,2026-09-01T08:00:00,1,8,61,15.9,0.0,25,ORGANIC,93
BIN-113,2026-09-08T19:00:00,1,19,17,18.4,0.0,25,ELECTRONIC,48
BIN-119,2026-09-15T05:00:00,1,5,62,7.6,0.0,11,RECYCLABLE,64
BIN-104,2026-09-02T21:00:00,2,21,53,11.6,4.2,11,GENERAL,75
BIN-103,2026-09-08T13:00:00,1,13,66,23.5,0.0,40,ELECTRONIC,100
BIN-114,2026-09-04T16:00:00,4,16,47,20.8,3.1,7,ORGANIC,55
BIN-124,2026-09-21T01:00:00,0,1,41,6.5,1.8,17,ELECTRONIC,44
BIN-102,2026-09-09T00:00:00,2,0,16,7.2,0.0,28,ORGANIC,49
BIN-120,2026-09-11T13:00:00,4,13,8,21.6,0.0,7,RECYCLABLE,19
BIN-104,2026-09-07T21:00:00,0,21,67,14.5,0.0,31,HAZARDOUS,100
BIN-121,2026-09-12T22:00:00,5,22,52,12.5,0.0,12,HAZARDOUS,61
BIN-115,2026-09-06T22:00:00,6,22,12,9.6,0.0,18,RECYCLABLE,27
BIN-104,2026-09-03T03:00:00,3,3,57,9.2,0.0,35,GENERAL,66
BIN-117,2026-09-10T06:00:00,3,6,65,11.3,0.0,44,ELECTRONIC,75
BIN-110,2026-09-03T00:00:00,3,0,9,8.1,0.0,46,HAZARDOUS,47
BIN-120,2026-09-04T11:00:00,4,11,27,22.5,1.0,29,ORGANIC,82
BIN-107,2026-09-04T00:00:00,4,0,15,10.0,0.0,28,ORGANIC,51
BIN-120,2026-09-06T20:00:00,6,20,13,13.3,0.0,47,GENERAL,94
BIN-118,2026-09-08T06:00:00,1,6,63,12.7,3.2,34,GENERAL,73
BIN-104,2026-09-10T04:00:00,3,4,17,9.8,0.0,10,RECYCLABLE,18
BIN-104,2026-09-18T02:00:00,4,2,49,8.5,0.0,35,GENERAL,59
BIN-116,2026-09-02T03:00:00,2,3,56,5.8,0.0,18,RECYCLABLE,59
BIN-123,2026-09-09T21:00:00,2,21,47,13.7,2.1,26,ORGANIC,98
BIN-111,2026-09-18T18:00:00,4,18,40,20.4,0.0,20,GENERAL,76
BIN-122,2026-09-03T10:00:00,3,10,43,20.9,0.0,9,RECYCLABLE,51
BIN-114,2026-09-14T05:00:00,0,5,61,8.2,0.0,13,ORGANIC,65
BIN-124,2026-09-11T16:00:00,4,16,12,22.0,1.4,24,ELECTRONIC,31
BIN-117,2026-09-20T02:00:00,6,2,27,5.8,0.0,2,ELECTRONIC,27
BIN-102,2026-09-06T15:00:00,6,15,11,24.4,0.0,30,ORGANIC,47
BIN-117,2026-09-09T19:00:00,2,19,8,16.0,0.0,44,ORGANIC,96
BIN-115,2026-09-05T02:00:00,5,2,75,6.4,4.0,38,HAZARDOUS,86
BIN-110,2026-09-01T22:00:00,1,22,25,12.4,0.0,4,HAZARDOUS,26
BIN-107,2026-09-19T14:00:00,5,14,33,23.7,0.0,42,RECYCLABLE,87
BIN-125,2026-09-21T23:00:00,0,23,21,9.9,0.0,31,ORGANIC,59
BIN-101,2026-09-06T02:00:00,6,2,44,7.9,0.0,39,GENERAL,56
BIN-112,2026-09-11T03:00:00,4,3,64,6.5,0.0,14,GENERAL,72
BIN-120,2026-09-09T19:00:00,2,19,5,17.1,0.0,7,ELECTRONIC,15
BIN-121,2026-09-14T00:00:00,0,0,43,8.8,0.0,19,ELECTRONIC,57
BIN-111,2026-09-07T05:00:00,0,5,38,10.0,0.0,18,GENERAL,43
BIN-117,2026-09-17T15:00:00,3,15,56,23.4,0.0,4,RECYCLABLE,58
BIN-124,2026-09-01T21:00:00,1,21,38,14.6,0.0,19,HAZARDOUS,62
BIN-119,2026-09-18T17:00:00,4,17,33,21.4,0.0,22,RECYCLABLE,49
BIN-116,2026-09-20T16:00:00,6,16,43,23.3,0.0,33,GENERAL,79
BIN-104,2026-09-11T09:00:00,4,9,38,18.0,0.0,48,RECYCLABLE,76
BIN-106,2026-09-21T12:00:00,0,12,16,20.8,0.0,42,GENERAL,90
BIN-111,2026-09-09T06:00:00,2,6,42,10.9,0.2,38,GENERAL,53
BIN-121,2026-09-13T18:00:00,6,18,14,18.9,0.5,40,ELECTRONIC,65
BIN-114,2026-09-02T11:00:00,2,11,30,20.0,0.0,9,RECYCLABLE,40
BIN-115,2026-09-04T09:00:00,4,9,28,18.2,0.0,46,GENERAL,77
BIN-121,2026-09-02T13:00:00,2,13,40,21.6,0.0,29,ORGANIC,96
BIN-119,2026-09-17T15:00:00,3,15,16,21.2,0.0,32,RECYCLABLE,40
BIN-116,2026-09-09T12:00:00,2,12,73,20.7,0.0,3,ORGANIC,80
BIN-101,2026-09-20T08:00:00,6,8,29,13.1,3.3,34,GENERAL,67
BIN-110,2026-09-04T02:00:00,4,2,69,7.4,3.7,25,ORGANIC,83
BIN-110,2026-09-21T13:00:00,0,13,71,23.1,0.0,30,GENERAL,100
BIN-111,2026-09-20T13:00:00,6,13,29,21.4,0.0,23,HAZARDOUS,56
BIN-113,2026-09-01T17:00:00,1,17,21,19.5,2.3,15,RECYCLABLE,36
BIN-102,2026-09-09T08:00:00,2,8,11,15.4,0.5,35,GENERAL,51
BIN-101,2026-09-02T08:00:00,2,8,61,14.5,0.0,27,ORGANIC,93
BIN-123,2026-09-15T23:00:00,1,23,58,10.0,0.0,20,ORGANIC,82
BIN-109,2026-09-14T14:00:00,0,14,22,22.7,0.0,45,ELECTRONIC,78
BIN-110,2026-09-03T18:00:00,3,18,30,19.4,0.0,32,ORGANIC,92
BIN-117,2026-09-22T02:00:00,1,2,57,6.2,2.2,23,RECYCLABLE,64
BIN-111,2026-09-06T08:00:00,6,8,16,16.6,0.0,1,ORGANIC,21
BIN-122,2026-09-11T20:00:00,4,20,70,13.3,0.0,6,RECYCLABLE,80
BIN-115,2026-09-22T04:00:00,1,4,64,6.3,0.0,17,GENERAL,68
BIN-102,2026-09-19T12:00:00,5,12,45,21.6,3.8,24,GENERAL,88
BIN-105,2026-09-15T11:00:00,1,11,50,22.2,0.0,22,RECYCLABLE,78
BIN-109,2026-09-20T01:00:00,6,1,48,6.0,0.0,24,ORGANIC,58
BIN-113,2026-09-16T01:00:00,2,1,26,5.7,0.0,27,HAZARDOUS,32
BIN-102,2026-09-21T10:00:00,0,10,58,20.6,0.0,7,RECYCLABLE,62
BIN-120,2026-09-09T10:00:00,2,10,8,20.5,0.0,40,GENERAL,51
BIN-124,2026-09-22T02:00:00,1,2,67,5.5,0.0,31,RECYCLABLE,76
BIN-111,2026-09-01T14:00:00,1,14,33,24.9,0.0,48,ELECTRONIC,96
BIN-111,2026-09-12T09:00:00,5,9,17,16.8,0.0,45,ELECTRONIC,51
BIN-121,2026-09-09T13:00:00,2,13,11,20.8,0.0,36,RECYCLABLE,58
BIN-117,2026-09-19T10:00:00,5,10,26,17.3,0.0,32,HAZARDOUS,52
BIN-102,2026-09-12T03:00:00,5,3,53,6.9,0.0,36,RECYCLABLE,66
BIN-115,2026-09-10T19:00:00,3,19,16,18.5,0.0,29,ELECTRONIC,55
BIN-121,2026-09-01T17:00:00,1,17,57,18.8,0.0,26,ORGANIC,90
BIN-103,2026-09-18T05:00:00,4,5,43,10.9,0.0,40,ELECTRONIC,52
BIN-111,2026-09-09T02:00:00,2,2,63,6.3,0.0,15,ORGANIC,67
BIN-120,2026-09-11T10:00:00,4,10,62,17.5,0.0,46,GENERAL,100
BIN-121,2026-09-21T21:00:00,0,21,71,12.4,4.0,36,GENERAL,100
BIN-116,2026-09-04T07:00:00,4,7,37,13.4,4.2,7,HAZARDOUS,43
BIN-107,2026-09-16T14:00:00,2,14,58,21.2,0.0,7,GENERAL,71
BIN-122,2026-09-13T21:00:00,6,21,63,13.6,0.0,29,ORGANIC,100
BIN-117,2026-09-17T00:00:00,3,0,60,9.4,0.0,36,ORGANIC,100
BIN-117,2026-09-17T23:00:00,3,23,27,10.3,1.7,45,RECYCLABLE,62
BIN-117,2026-09-20T03:00:00,6,3,36,6.4,0.0,27,HAZARDOUS,41
BIN-110,2026-09-10T23:00:00,3,23,57,9.8,0.0,9,RECYCLABLE,61
BIN-118,2026-09-19T16:00:00,5,16,75,22.5,0.0,46,GENERAL,100
BIN-120,2026-09-16T13:00:00,2,13,49,24.4,3.2,44,GENERAL,100
BIN-118,2026-09-16T03:00:00,2,3,19,8.3,0.0,46,GENERAL,34
BIN-119,2026-09-13T12:00:00,6,12,73,21.1,0.0,44,HAZARDOUS,100
BIN-101,2026-09-09T11:00:00,2,11,12,19.5,0.0,4,RECYCLABLE,15
BIN-106,2026-09-07T10:00:00,0,10,12,19.8,0.0,10,GENERAL,23
BIN-115,2026-09-03T12:00:00,3,12,33,22.9,0.0,44,ELECTRONIC,90
BIN-108,2026-09-12T05:00:00,5,5,11,11.0,0.0,45,GENERAL,30
BIN-111,2026-09-21T22:00:00,0,22,6,12.0,0.0,4,ELECTRONIC,8
BIN-125,2026-09-19T16:00:00,5,16,52,22.9,0.0,15,HAZARDOUS,62
BIN-107,2026-09-07T14:00:00,0,14,14,21.7,2.3,12,HAZARDOUS,29
BIN-113,2026-09-02T04:00:00,2,4,38,6.6,0.0,18,HAZARDOUS,42
BIN-123,2026-09-21T07:00:00,0,7,24,14.6,0.0,3,RECYCLABLE,28
BIN-125,2026-09-21T05:00:00,0,5,43,9.3,0.0,43,ELECTRONIC,52
BIN-111,2026-09-12T13:00:00,5,13,71,21.0,0.0,12,RECYCLABLE,89
BIN-114,2026-09-12T22:00:00,5,22,16,10.4,0.0,26,ELECTRONIC,36
BIN-110,2026-09-05T23:00:00,5,23,65,11.3,0.0,34,ELECTRONIC,91
BIN-121,2026-09-01T12:00:00,1,12,49,21.7,0.0,43,ORGANIC,100
BIN-102,2026-09-15T21:00:00,1,21,19,12.5,0.0,25,GENERAL,61
BIN-110,2026-09-01T20:00:00,1,20,70,16.2,0.0,24,ELECTRONIC,100
BIN-107,2026-09-08T04:00:00,1,4,17,6.7,0.0,6,ELECTRONIC,19
BIN-118,2026-09-12T17:00:00,5,17,13,19.5,0.0,41,ORGANIC,63
BIN-104,2026-09-05T17:00:00,5,17,60,21.2,0.0,45,ELECTRONIC,99
BIN-124,2026-09-15T23:00:00,1,23,63,10.2,0.3,2,RECYCLABLE,65
BIN-103,2026-09-13T14:00:00,6,14,57,22.6,0.0,17,RECYCLABLE,80
BIN-114,2026-09-08T01:00:00,1,1,20,7.4,0.0,25,ORGANIC,27
BIN-119,2026-09-02T07:00:00,2,7,69,11.4,0.0,23,ORGANIC,95
BIN-110,2026-09-14T06:00:00,0,6,61,10.5,0.0,19,ORGANIC,69
BIN-108,2026-09-04T05:00:00,4,5,42,11.2,3.0,35,HAZARDOUS,52
BIN-124,2026-09-15T03:00:00,1,3,75,8.8,0.2,1,GENERAL,74
BIN-118,2026-09-21T12:00:00,0,12,31,22.9,0.0,20,ORGANIC,69
BIN-112,2026-09-05T20:00:00,5,20,70,13.6,2.8,42,HAZARDOUS,100
BIN-122,2026-09-18T09:00:00,4,9,75,16.9,0.0,4,ELECTRONIC,79
BIN-110,2026-09-15T15:00:00,1,15,17,21.5,0.0,17,ORGANIC,39
BIN-122,2026-09-15T07:00:00,1,7,41,13.4,0.0,7,RECYCLABLE,46
BIN-111,2026-09-11T16:00:00,4,16,44,22.7,2.6,22,HAZARDOUS,64
BIN-106,2026-09-01T10:00:00,1,10,33,19.8,0.0,16,GENERAL,47
BIN-109,2026-09-19T06:00:00,5,6,47,12.5,0.0,9,GENERAL,49
BIN-118,2026-09-03T15:00:00,3,15,15,24.1,0.0,42,RECYCLABLE,50
BIN-105,2026-09-20T08:00:00,6,8,38,15.9,0.0,13,ELECTRONIC,48
BIN-117,2026-09-14T19:00:00,0,19,56,18.1,0.0,38,ORGANIC,100
BIN-102,2026-09-13T02:00:00,6,2,74,6.9,0.0,35,GENERAL,85
BIN-125,2026-09-13T21:00:00,6,21,64,12.9,1.6,9,GENERAL,81
BIN-101,2026-09-15T11:00:00,1,11,26,21.7,0.7,40,RECYCLABLE,76
BIN-105,2026-09-17T00:00:00,3,0,10,6.9,0.0,23,HAZARDOUS,28
BIN-103,2026-09-06T23:00:00,6,23,10,10.0,0.0,15,GENERAL,27
BIN-115,2026-09-20T03:00:00,6,3,46,5.7,0.0,3,ORGANIC,46
BIN-121,2026-09-19T00:00:00,5,0,38,8.4,0.0,48,GENERAL,89
BIN-119,2026-09-15T06:00:00,1,6,37,10.5,0.0,34,ORGANIC,50
BIN-117,2026-09-09T23:00:00,2,23,67,10.5,0.0,23,GENERAL,95
BIN-115,2026-09-04T20:00:00,4,20,70,15.6,0.0,5,RECYCLABLE,77
BIN-106,2026-09-04T16:00:00,4,16,20,22.6,0.0,39,GENERAL,62
BIN-122,2026-09-11T13:00:00,4,13,25,23.3,0.0,14,HAZARDOUS,44
BIN-108,2026-09-02T06:00:00,2,6,25,9.5,0.0,37,RECYCLABLE,35
BIN-106,2026-09-06T20:00:00,6,20,56,15.4,0.0,34,RECYCLABLE,100
BIN-101,2026-09-20T01:00:00,6,1,32,7.1,0.0,6,GENERAL,35
BIN-114,2026-09-14T03:00:00,0,3,28,7.8,0.0,38,RECYCLABLE,37
BIN-106,2026-09-16T18:00:00,2,18,13,17.9,0.0,30,GENERAL,66
BIN-117,2026-09-15T22:00:00,1,22,17,9.7,0.0,10,HAZARDOUS,26
BIN-120,2026-09-02T03:00:00,2,3,20,5.6,0.0,33,ELECTRONIC,30
BIN-101,2026-09-20T11:00:00,6,11,58,20.1,2.4,34,HAZARDOUS,100
BIN-108,2026-09-21T08:00:00,0,8,49,15.4,0.0,25,HAZARDOUS,69
BIN-104,2026-09-10T09:00:00,3,9,66,18.1,0.0,17,RECYCLABLE,77
BIN-103,2026-09-07T09:00:00,0,9,57,16.1,3.3,35,ELECTRONIC,88
BIN-117,2026-09-01T11:00:00,1,11,31,21.4,0.0,42,HAZARDOUS,86
BIN-112,2026-09-03T14:00:00,3,14,37,22.0,0.0,28,RECYCLABLE,71
BIN-122,2026-09-09T19:00:00,2,19,75,18.2,0.0,27,RECYCLABLE,100
BIN-112,2026-09-13T06:00:00,6,6,37,13.0,0.0,31,ELECTRONIC,45
BIN-105,2026-09-19T13:00:00,5,13,34,22.5,0.0,48,ORGANIC,100
BIN-106,2026-09-03T11:00:00,3,11,56,21.8,0.0,33,RECYCLABLE,97
BIN-102,2026-09-04T18:00:00,4,18,5,20.2,0.0,41,HAZARDOUS,57
BIN-116,2026-09-21T02:00:00,0,2,16,5.3,0.0,28,ELECTRONIC,23
BIN-113,2026-09-21T04:00:00,0,4,71,7.2,0.0,40,HAZARDOUS,81
BIN-102,2026-09-21T12:00:00,0,12,68,21.7,0.0,41,RECYCLABLE,100
BIN-110,2026-09-05T11:00:00,5,11,70,20.7,0.0,39,ORGANIC,100
BIN-106,2026-09-15T17:00:00,1,17,35,21.3,0.0,24,ORGANIC,65
BIN-113,2026-09-08T20:00:00,1,20,30,15.1,0.0,26,HAZARDOUS,64
BIN-103,2026-09-20T22:00:00,6,22,41,11.9,0.0,36,ORGANIC,84
BIN-109,2026-09-06T03:00:00,6,3,63,9.0,0.0,13,ELECTRONIC,65
BIN-109,2026-09-05T01:00:00,5,1,18,7.5,0.0,33,HAZARDOUS,26
BIN-117,2026-09-21T17:00:00,0,17,37,21.4,0.0,35,GENERAL,75
